judul,label
Penjelasan Kepala Media Center Prabowo terkait Pidato Prabowo yang Sebut Indonesia Hanya Punya 1 Profesor Fisika,0
Ben Indonesia geger terus,1
Klarifikasi PT KAI Atas Tuduhan Membatalkan Tiket Rombongan Reuni 212,0
Penjelasan Bawaslu dan KPU terkait Kabar Pasien Pengidap Gangguan Jiwa Boleh Nyoblos dalam Pemilu 2019,0
ESEMKA MENELAN KORBAN !!!,1
Viral Ridwan Kamil Mereview Film A Man Called Ahok,1
Klarifikasi GIGI Mengenai Band Gigi for Prabowo Sandi,0
Timor Leste Mau Kembali Bergabung Dengan Indonesia Sekarang ,1
BAND GIGI FOR PRABOWO SANDI,1
Foto Grace Natalie Hasil Suntingan,1
Klarifikasi RSUD Tarakan Terkait Kabar Penahanan Bayi Pasien,0
Klarifikasi Pertamina Perihal Lowongan Kerja RDMP RU V di Balikpapan,0
PEMBOHONGAN PEMURTADAN Strategi Gereja untuk publik,1
Pemurtadan Melalui Budaya Betawi,1
Teori Konspirasi dari Akun Instagram @indonesian_flatearth_society Tentang Imunisasi,1
Klarifikasi Gubernur DKI Jakarta Terkait Wacana Penghapusan Koridor 1 Transjakarta,0
BKN Bantah Umumkan Informasi Kebijakan Baru Passing Grade Untuk CPNS Agar Lulus Tes SKD,0
GERAM! TURKI KERAHKAN PASUKAN ELITE BUAT LACAK PEMFITNAH HABIB RIZIEQ,1
Pihak Kepolisian Bantah Info Penculikan Kakak Beradik di Sragen kota,0
Protes muslim rusia atas pembakaran bendera tauhid,1
PT Pertamina Rekrut Pegawai Baru dan Adakan Program Beasiswa,1
Rudy Hartono Meninggal Dunia ,1
Klarifikasi BPN Prabowo-Sandi Terkait Isu Penunjukkan Hotman Paris Hutapea Sebagai Pengacara Timses,0
Terimakasih boyolali atas demo hari ini,1
Tolong Bela Boyolali Yo Mas,1
detik2 jatuhnya lion air jt610 😢,1
SI BOSS MINTA SEMUA PESANTREN DI TUTUP,1
"Noktara.de Adalah Portal Satire, Bukan Portal Berita",0
Penculik Anak di Talang Jambe,1
Begitu kejamnya Rezim ini,1
PELAKU PENCULIKAN ANAK TERTANGKAP DI WARUNG KETAN SUSU KEMAYORAN,1
Presiden ikut mngusung jenazah seorang muadzin,1
Kapten Timnas U-23 Hansamu Yama Bantah Dirinya Menjadi Salah Satu Korban Kecelakaan Pesawat Lion Air JT 610,0
Video Detik jatuhnya pesawat lion air,1
Semoga korban kecelakaan pesawat yg meninggal Husnul Khotimah,1
Dari Gadget yg ditemukan JT 610 Lion Air,1
Korban penculikan mata di curi,1
HATI-HATI sudah banyak penculikan anak...,1
Pernyataan Timses Prabowo-Sandiaga Terkait #PrabowoBersamaHTI di Twitter,0
Kemenkeu Klarifikasi Soal Sri Mulyani Pakai Topi Kalimat Tauhid,0
Klarifikasi Komisi Hukum MUI Terkait Isu Akan Melaporkan GP Ansor dan Banser Ke Polisi Terkait Kasus Pembakaran Bendera,0
Tanggapan Gubernur Babel dan Kepala Dinas PUPR Babel terhadap Taman Pemprov yang Mirip Mata Dajjal,0
Klarifikasi PT Go-Jek Terkait Isu Adanya Pemutihan Massal Akun Eks Mitra Go-Jek,0
Pihak BRI Kalrifikasi Info Terkait Pemblokiran Massal Atm BRI Pada 30 Oktober 2018,0
"BENDERA TAUHID DIBAKAR DI INDONESIA, ERDOGAN MENANGIS LALU BERPESAN SEPERTI INI",1
Pernyataan GP Ansor Terkait Banser NU Garut yang Membakar Bendera Tauhid Bertuliskan La ilaha illa Allah Muhammad Rasulullah,0
Klarifikasi BKN Terkait Adanya Informasi Mengenai Tidak Perlu Ujian Bagi Peserta CPNS yang Lulus Administrasi,0
#Pray for Banglades,1
Klarifikasi BNPB Terkait Kabar Ada 2 Warga Belanda Korban Gempa Palu,0
Kementrian Agama Bantah Sertifikat Perizinan Untuk Kelompok Bimbingan Ibadah Haji ,0
TANPA KK & KTP ,1
Mahasiswa Aksi Tolak Kenaikan BBM Malah di Pukuli sm Aparat,1
Video Angin Puting Beliung Yang Menerjang Pemalang Baru-Baru ini,1
Gambar yang Memperlihatkan Muhammad Muslim Sebagai Pegawai Kemenag Jember Bertuliskan PA 212 Muak dengan Prabowo : Kami Eks 212 mengajak bersama-sama untuk mendukung Jokowi Maruf Amin karena kubu Prabowo hanya akan menurunkan citra dan menghancurkan PA 212,1
Laut telah mengembalikan mayat bergelimpangan yg disapu Tsunami di Palu,1
": KIPER PERSIB BANDUNG, I MADE WIRAWAN MENINGGAL",1
SEORANG BAYI DAN IBU SELAMAT SETELAH TERKUBUR DI LUMPUR SELAMA DUA MINGGU,1
Informasi Akan Terjadi Gempa Bumi di Situbondo Dengan Mencatut Nama Kiai,1
Situs SSCN Akan ditutup Setelah 15 Oktober 2018 Sehingga Peserta CPNS Tidak Bisa Cetak kartu Pendaftaran,1
Klarifikasi Kemenpora Terkait Pelatih Asian Games 2018 yang Belum Terima Bonus,0
Polisi Mengklarifikasi Info Terkait Diberlakukannya Uji Tliang E CCTV Mulai Hari Ini,0
Pernyataan Polri Terhadap Acara Kontes Gay dalam Grand Final Mister dan Miss Gaya Dewata 2018 di Bali,0
BIARKAN YOGYAKARTA TANPA JALAN TOL,1
Habib Rizieq FPI dihianati? Iam Pro America ,1
Klarifikasi UGM Terkait Pencabutan Izin Tempat Penyelenggaraan Seminar Kebangsaan: Kepemimpinan Era Milenial,0
Tulisan Kaos Khabib Nurmagomedov,1
akibat melecehkan al.quran wanita ini jadi begini,1
Klarifikasi Tentang Isu Gunung Salak Erupsi/Meletus,0
𝗥𝗘𝗞𝗘𝗡𝗜𝗡𝗚 𝗚𝗘𝗡𝗗𝗨𝗧 𝗝𝗢𝗞𝗢𝗪𝗜 𝗗𝗜 𝗟𝗨𝗔𝗥 𝗡𝗘𝗚𝗘𝗥𝗜 𝗧𝗜𝗗𝗔𝗞 𝗗𝗜𝗟𝗔𝗣𝗢𝗥𝗞𝗔𝗡,1
Pesindo ,1
Seorang Anggota Komite Nasional Papua Barat (KNPB) Tewas Dibantai TNI/POLRI,1
: Info Rekruitmen BUMN PT Nindya Karya (Persero),1
Belum Ada Susunan Resmi Tim Kampanye/Pemenangan Pasangan Prabowo-Sandi Hingga Kini ,0
Indonesian Government still hasnt declared a National Disaster. Incredible. |  Pemerintah Indonesia masih belum mendeklarasikan Bencana Nasional. Luar biasa.,1
Indonesia Baru Mengetahuinya ,1
Memo SBY Dukung Jokowi-Maaruf Amin Pada Kamis Malam ,1
Pernyataan Sikap Netral Universitas Indonesia ,0
Pihak Keluarga Almarhumah Siswi SMPN 2 Semen Bantah SA Meninggal dalam Kondisi Telinga Berdarah dan HP Berantakan di Lantai ,0
Golden Fireworm ,1
PT Indonesia Morowali Industrial Park  Membantah Isu Senjata Api Selundupan,0
Penyebutan Adzan di Video Wawancara Oleh Penyelamat di Thailand |  Mention of Adzan in Interview Video by a Rescuer in Thailand,1
KAHMI Menyelenggarakan Deklarasi Dukungan untuk Anies Baswedan sebagai Capres 2019 ,1
"Kemenhub Mengklarifikasi Kapal Feri Lestari Maju Sengaja Dikandaskan, Bukan Tenggelam",0
M. Romahurmuziy : Yang Naikkan BBM itu SPBU Jangan Salahkan Presiden yang Cinta Rakyat,1
Seorang Ibu-Ibu Meninggal Akibat Terperosok di Setu Babakan Jagakarsa Jakarta Selatan,1
REKRUTMEN PT PINDAD ,1
Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria Pada Piala Dunia 2018,0
Polsek Kintap Mengamankan Seseorang yang diduga Membagikan Uang dan Sembako Saat Pemilu,1
Video Erupsi Gunung Sinabung |  Video of Mount Sinabung Eruption,1
Rektor ITB Bantah Berikan Dukungan kepada Satu Pasangan Cagub dan Cawagub Jabar,0
Klarifikasi Kepala BKPSDM Kabupaten Pamekasan Terkait Isu Penerimaan 80 Aparatur Sipil Negara  di Pamekasan,0
Es Krim Dengan Parasetamol |  Ice Cream With Paracetamol,1
"OKNUM TERCIDUK PESTA GANJA MENGAKU DARI UNIVERSITAS BOSOWA, PIHAK KAMPUS KLARIFIKASI",0
Lowongan Kerja di Perusahaan BUMN PT Adhi Karya ,1
Video Orang Yang Telah di Makamkan Selama 4 Hari Kembali Hidup,1
Pencairan Tunjangan Hari Raya  Bagi Pensiunan Pegawai Negeri Sipil (PNS) Dilakukan Tanggal 5 Juni 2018,1
Ditjen Imigrasi Bantah Indonesia Keluarkan Visa Untuk Israel,1
Bapenda Sulsel Mengklarifikasi Bahwa Tidak Ada Pemutihan Pajak Kendaraan,1
PKS Luruskan Hoax Kader Komentar Kartini Pemuas Seks Belanda',0
Ketik @ [ 4: 0 ] Tanpa Spasi Artinya Akun Aman,1
UNIVERSITAS SEBELAS MARET NYATAKAN TAK ADA PENCABUTAN PENERIMA BEASISWA BIDIKMISI,1
Zulkifli Hasan Sebut 5 Fraksi di DPR Dukung LGBT,1
Beredar Tarif Tol Bakauheni Lampung,1
: Islam (adalah) Anti Hoax,0
Mengapa Fakta Tidak Meyakinkan Orang ,0
Foto Pengendara Ojol yang Berdarah Dipukuli Sopir Taksi,1
Cell Breathing,0
erbedaan Es Batu dari Air Matang atau Mentah,1
"Anies : Solusi Banjir Di Jakarta Bukan Dari Gubernur Melainkan Dari Allah Swt, Mintalah Supaya Tidak Hujan !!",0
"SURAT DARI HALMAHERA, TAMBANG EMAS MALUKU UTARA DIBERIKAN KE PIHAK ASING?",1
: (LPPOM) MUI Ambil Uang Rakyat Melalui Program Sertifikat Halal,1
Formulir Pelaporan Kelahiran Yang Menampilkan Penggolongan Tanpa Penyebutan Agama Islam,0
[DISINFORMASI] [FAKTA] [CAMPURAN] 23 KEBETULAN ITU,1
Menyikapi Penangkapan Pelaku Terduga Sindikat Berita Hoax,0
Pakar IT No.1 Dubai Mengatakan Chat Habieb Rizieq Shihab-FIRZA 100% Palsu ,1
Tidak Ada Organisasi Asosiasi Pengusaha Indonesia Taiwan (APIT),0
"Nomor Telepon Luar Negeri Diklaim Mampu Menyalin Seluruh Data Kontak Hp, Kartu Kredit dan Rekening Bank",1
Kontrak Politik Anies Baswedan Untuk Pimpin Jakarta Dengan Nilai Syariat Islam,1
Penculikan Anak Untuk Jual Organ Tubuh,1
Alm. KH. Hasyim Muzadi Adzan Subuh Sebelum Wafat,1
"Indonesia Siaga 1 Setelah Pilkada, Tentara Cina Komunis Akan Makar",1
Meme Gus Mus,1
Pendukung Ahok Tidak Paham Sholat Jenazah Tidak Pakai Ruku,1
Foto Jokowi Shalat Jenazah Pakai Duduk,1
Foto Putri Arab Berbusana Tradisional Bali,0
Meme Anggaran Kemendikbud 400 Trilyun,1
Video Cindera Mata Raja Salman Untuk Ibu Iriana Jokowi Yang Diserahkan Ke KPK,1
PGI Siap Berkati Jasad Muslim Pendukung Ahok Yang Tidak Diurus Oleh Muslim,1
Meme Pesan Gus Dur Sebelum Wafat,1
Foto Salam Tiga Jari Raja Salman,1
Daftar Obat Terlarang BPOM (Kop Surat RS Siloam),1
Klaim Ahok Bersalaman Dengan Raja Salman Adalah Hoax,1
Penggerebekan KPK Dan Polri Di Rumah Anies Baswedan,1
Ahok Dan Pendukungnya Alami Masalah Otak,1
Ahok Resmi Dihukum Pancung,1
Dana Santunan Korban Crane Sudah Cair Tapi Belum Disalurkan,1
Terjemahan Koran Berbahasa Arab Bahwa Indonesia Kurang Bertata Krama Terhadap Raja Salman,1
Parasetamol Mengandung Virus,1
Foto Bambang Tri Kondisi Terbaru,1
Foto-Foto Aparat Bersenjata Di Jakarta,1
Banjir Di Depan Istana,1
KPU Dipimpin Ainun Najib Dan Servernya Dikendalikan Dari Singapura,1
Cumi-cumi Raksasa Di Meulaboh,1
Video Simulasi Hacking Manipulasi Suara Pilgub DKI 2017,1
"AOCT, Hackers Yang Mengganti Data Paslon 3",1
Arab Saudi Ancam Skorsing Haji Indonesia Jika Kasus Penista Agama Tidak Dihukum Setimpal,1
Istana Melarang Sholat (Di Mesjid Baiturrahim Istana),1
AOCT ,1
Website KPU Gampang Jebol Karena Scriptnya Telanjang,1
Gatot Nurmantyo Akan Menghabisi Oknum PKI Walaupun Joko Widodo Melarang Dan Berisiko Dipecat Sebagai Panglima TNI,1
Penonaktifan Ahok Presiden Menunggu Isyarat Dari Investor Reklamasi (Foto),1
Istana Adalah Pelaku Manipulasi Data (IP Address 112.215.71.242),1
Sapi Hasil Persilangan Dengan Babi,1
Mujahid Cyber Membela KPU Dari Serangan Hacker Ahok,1
Yang Benci FPI Ada Lima (Foto Gus Mus),1
Sapi Blasteran Babi,1
: Pengobatan Jantung Koroner dengan Terapi Kelasi (Chelation) Bisa Gantikan Angioplasty,0
Boikot Sari Roti Yang Ganti Nama Jadi Garmelia,1
Tulisan Indonesia Di Uang Rupiah Emisi 2016 Seperti Senjata,1
Teman Ahok Akan Bunuh Diri Jika Kalah Di Pilkada (Screenshot TV),1
LSM Preman Dijamu Pembina Preman Kapolda Jabar (Foto Makan Bersama),1
Biskuit Mudah Terbakar Karena Mengandung Lilin,1
Temuan Money Politic Paslon 2 (Foto Tiga Ibu Memegang Amplop Berisi Uang),1
Gedung Putih Dibanjiri Massa Pro Ahok Menuntut FPI Dibubarkan,1
Uang jaman Ir.Soekarno bertuliskan lafadz ALLAH ,0
Alm. Ust. Suratman Meninggal Dunia Setelah Dikeroyok Kader GMBI,1
Jokowi Terobos Kebakaran Pasar Senen Pedagang Teriak Pencitraan,1
Kalijodoh Dimiliki Oleh Sinarmas Land,1
Foto Santri Berbaris Bergandengan Tangan Dengan Tulisan Mendukung FPI Dan Ulama Yang Di Dzolimi,1
Foto Hitam Putih Tentara Mengibarkan Bendera Dengan Logo Komunis Dan Uang Pecahan 100 Ribu Rupiah,1
"7 Ciri Penipuan Telpon, SMS dan Kupon Undian Berhadiah",0
Facebook akan Menyaring Berita Bohong di Jerman,0
Ceramah Panglima TNI Gatot Nurmantyo Pada Acara Maulid,1
Air Mineral Yang Membundel Sari Roti Juga Mesti Diboikot,1
Korban Om Telolet Om,1
Stand Indonesia Di Dubai Stylenya China,1
Ahok Kabur Untuk Menghindari Amukan Warga,1
MyRoti Adalah Kloningnya Sari Roti,1
Minuman White Koffie Mengandung Babi,1
Cut Meutia Digambarkan Tidak Berjilbab Dan Mirip Cina Di Uang Rupiah Baru,1
Kenaikan Penerimaan Negara Bukan Pajak (PNBP),1
Foto-foto Provokasi Atas Nama Emy Natalinda Gumulja,1
"Malaysia Ada, Mana Indonesia?",1
"Hari Ini Ditemukan Bayi Diantara Reruntuhan, Subhanallah, Bayinya Masih Hidup #SavePidieJaya #SaveAceh",1
Bendera Pada Foto Presiden Dan Wakil Presiden Berwarna Merah,1
Ahok Ziarah Ke Makam Ibu Angkatnya Memakai Sepatu,1
Pengakuan Agama Yahudi di Indonesia,0
Ahok Ditolak Dimana-mana dan Terpaksa Kabur untuk Menghindari Amukan Warga,0
Bahaya Tanaman Penyebab Leukimia,1
Negaraku Sudah Dimakar! (Foto Mobil Avanza Putih Dengan Plat Asing),1
Belanja Di Indomaret / Alfamart Dipotong 100 Rupiah Untuk Donasi Kampanye Ahok,1
Menertawakan Pernyataan Polisi Soal Daya Ledak Bom Pressure Cooker,1
Sikat Gigi Mengandung Bulu Babi,1
"KTP Calon Pelaku Bom Bekasi Dibuat Tahun 2004, Usia Pembuatan KTP 15 Tahun, Berlaku 9 Tahun.",1
Bendera China Berkibar Di Gedung Pabrik Cat Daerah Jakarta,1
Mobil Ditempel Stiker Logo Palu Arit,1
Ahok Melakukan Kristenisasi Di DKI Dengan Menggunakan APBD,1
Lembaga Anti Hoax Koq Akan Dibuat Mabes Polri Bersama Teman #ahok?,1
"Bravo Jokowi, Bravo Ahok (Makin Menjamur, PSK Amoy Asal Cina di Jakarta Raup Rp 40 Miliar/Bulan)",1
Sebelum Tahun 1960 Tak Pernah Dijumpai Nama Hari Yang Bertuliskan Minggu Selalu Tertulis Hari Ahad,1
"Aceh Boikot Nasdem, Surya Paloh Atau Surya Paleh Penghianat Agam",1
Paus Yohanes II Masuk Islam,1
Masa Aksi Kita Indonesia Mencapai 100 Juta Orang (Metro TV),1
Foto Warga Palestina Berkumpul Ikut Dalam Aksi 212 Di Palestina,1
Pria Mabuk Penenteng Golok Pada Aksi 212 Tewas Di Tahanan Polisi,1
Dari Turki Menyapa Aksi Super Damai Indonesia #penjarakanahox,1
"Biarlah Foto Ini yang Berbicara (Antara Nachrowi, Sylviana & Rizieq)",1
Tito Karnavian Dan Ahok Minum Miras Bersama,1
Jutaan Burung Ini Tiba-Tiba Saja Berkumpul Memenuhi Pantai Di Dubai,1
Di Menado sudah berkibar bendera PKI...,1
Melayu Singapura: Negeri Kami Diambil Orang,1
Penculikan Di Bekasi Oleh Wanita Memakai Mukena Putih,1
"Beredar Foto Wefie Kapolri dengan Ahoker, Netizen Pertanyakan Netralitas Tito Karnavian",1
Instagram Awasi Kaum Sipit Dan Pesek,1
Keberangkatan Puluhan Umat Se-Jabar (Tanggal 30 November 2016) Untuk Aksi Bela Islam Jilid 3 Yang Dipimpin Oleh KH Gymnastiar,1
Pasukan Turki Menangkap Biksu Buddha Pembantai Muslim Myanmar,1
Vaksin Kanker Serviks Menyebabkan Menopause Dini,1
Gempa Bumi Melanda Myanmar Karena Penderitaan Muslim Rohingya,1
Cara Menyikapi Hoax,0
Ketua Tim Pemenangan Agus - Silvy Ditangkap Kejari Maros,0
Kominfo Menginisiasi System Big Data Cyber Security  (BDCS),1
TARBUCKS HARAM DI MALAYSIA,1
ebruniye Walikota Kristen Pertama Di Kota Mardin yang Mayoritas Warganya Beragama Islam,0
ermen Jari Rasa Narkoba,1
"Toni Ruttman, WNA yang Membantu Pembuata Jembatan di Indonesia Terkena Denda Ratusan Juta",1
ominfo Memblokir Situs Cekktp,0
acana Revisi Undang-Undang Kewarganegaraan,1
"Freddy Budiman Bongkar Pejabat Terlibat Jaringan Narkoba, Ini Daftarnya",0
Tenaga Kerja China Berpostur Tubuh Layaknya Tentara Tiba Dengan Pesawat GA 985,1
: Pembuatan Permen Karet Dari Kondom Bekas,1
: Modus Perampokan Dengan Pisau Kartu Nama,1
Pesan berantai lahirnya bayi seperti dajjal di Israel,1
"Makam, Masjid, dan Penertiban Wilayah Luar Batang",1
Cover depan majalah Tempo yang diubah!,1
Perihal Kode Etik Jurnalistik,0
"James Hetfield, Gitaris & Vokalis Metallica Mendapat Gelar Ph.D dari Caltech di Bidang Astrofisika",1
Menggunakan Topi Kerucut di Tahun Baru Berarti Murtad ,1
Pidato Mark Zuckerberg di Tsinghua University China,0
Tunjangan Profesi Guru Dihapus,1
